"LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304993,Teoretica,Umanist,Filologie,7.92
"LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304993,Teoretica,Real,Matematică-Informatică,7.76
"LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304993,Teoretica,Real,Ştiinţe ale Naturii,7.59
"LICEUL TEORETIC ""ION CANTACUZINO"" PITEȘTI",./SpecPerLic.aspx?jud=2&Lic=11304993,Teoretica,Umanist,Ştiinţe Sociale,7.99
"LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI",./SpecPerLic.aspx?jud=2&Lic=11305156,Teoretica,Umanist,Filologie,7.65
"LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI",./SpecPerLic.aspx?jud=2&Lic=11305156,Teoretica,Real,Matematică-Informatică,6.37
"LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI",./SpecPerLic.aspx?jud=2&Lic=11305156,Teoretica,Real,Ştiinţe ale Naturii,6.52
"LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI",./SpecPerLic.aspx?jud=2&Lic=11305156,Teoretica,Umanist,Ştiinţe Sociale,7.3
"LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI",./SpecPerLic.aspx?jud=2&Lic=11305114,Teoretica,Umanist,Filologie,7.42
"LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI",./SpecPerLic.aspx?jud=2&Lic=11305114,Teoretica,Real,Matematică-Informatică,7.01
"LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI",./SpecPerLic.aspx?jud=2&Lic=11305114,Teoretica,Real,Ştiinţe ale Naturii,7.59
"LICEUL TEORETIC ""IULIA ZAMFIRESCU"" MIOVENI",./SpecPerLic.aspx?jud=2&Lic=11305114,Teoretica,Umanist,Ştiinţe Sociale,7.91
LICEUL TEORETIC COSTEȘTI,./SpecPerLic.aspx?jud=2&Lic=11306684,Teoretica,Umanist,Filologie,6.42
LICEUL TEORETIC COSTEȘTI,./SpecPerLic.aspx?jud=2&Lic=11306684,Teoretica,Real,Matematică-Informatică,5.02
LICEUL TEORETIC COSTEȘTI,./SpecPerLic.aspx?jud=2&Lic=11306684,Teoretica,Umanist,Ştiinţe Sociale,6.19
"COLEGIUL ""MIHAI VITEAZUL"" INEU",./SpecPerLic.aspx?jud=3&Lic=11296599,Tehnologica,Servicii,Economic,6.41
"COLEGIUL ""MIHAI VITEAZUL"" INEU",./SpecPerLic.aspx?jud=3&Lic=11296599,Teoretica,Umanist,Filologie,7.41
"COLEGIUL ""MIHAI VITEAZUL"" INEU",./SpecPerLic.aspx?jud=3&Lic=11296599,Teoretica,Real,Matematică-Informatică,7.61
"COLEGIUL ""MIHAI VITEAZUL"" INEU",./SpecPerLic.aspx?jud=3&Lic=11296599,Tehnologica,Tehnic,Mecanică,5.5
